"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"244873_s_at",1.07959619940621,4.29848020446059,3.82370923796394,0.000274705622371801,0.00143201042219615,-0.255674137114855,"","","Upregulated",1.07959619940621
"218308_at",1.69437201713449,5.58607023748062,3.82342357721769,0.000274970650895371,0.00143301004221653,-0.256586281137327,"TACC3","transforming acidic coiled-coil containing protein 3","Upregulated",1.69437201713449
"226132_s_at",1.2182923993035,6.08177880958327,3.82229317223394,0.000276021811364527,0.00143772682034659,-0.260195337347214,"MANEAL","mannosidase endo-alpha like","Upregulated",1.2182923993035
"211379_x_at",1.22424129821913,5.9841316744971,3.82196037204112,0.000276332012888433,0.00143899342715826,-0.261257737426028,"B3GALNT1","beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)","Upregulated",1.22424129821913
"238059_at",1.11751991706961,2.30333989425799,3.82068207533872,0.000277526609884626,0.00144449459409697,-0.265337881942491,"","","Upregulated",1.11751991706961
"205982_x_at",2.80673074417023,3.39910992000284,3.820225856175,0.000277954151564952,0.0014465668890594,-0.266793850794905,"SFTPC","surfactant protein C","Upregulated",2.80673074417023
"217979_at",1.21745748953806,10.5734092714361,3.81798612732239,0.00028006224581402,0.00145599819648922,-0.273940005623997,"TSPAN13","tetraspanin 13","Upregulated",1.21745748953806
"1553986_at",1.59127194175699,6.04283555785403,3.81793965015498,0.000280106152909588,0.00145607262478577,-0.274088267824303,"RASEF","RAS and EF-hand domain containing","Upregulated",1.59127194175699
"220984_s_at",1.12004723137041,3.25163122159333,3.81738123255142,0.000280634206328186,0.00145844436569888,-0.275869526843804,"SLCO5A1","solute carrier organic anion transporter family member 5A1","Upregulated",1.12004723137041
"227213_at",1.02484768036203,4.965226453584,3.8152499906655,0.000282658323811991,0.00146747922977597,-0.282666244603617,"ADAT2","adenosine deaminase, tRNA specific 2","Upregulated",1.02484768036203
"244650_at",1.16829735723421,5.62119863170488,3.81508808340376,0.00028281266219647,0.00146812561121444,-0.283182478187166,"FAM105A","family with sequence similarity 105 member A","Upregulated",1.16829735723421
"237394_at",1.06165886870835,2.46298445261996,3.81463006138972,0.000283249709021124,0.00146977416764763,-0.284642780813922,"","","Upregulated",1.06165886870835
"238966_at",1.83869262764366,5.13027340804082,3.81383591752444,0.000284009015919457,0.00147293756812275,-0.287174458419781,"CELF4","CUGBP, Elav-like family member 4","Upregulated",1.83869262764366
"206942_s_at",1.40935691441201,3.28069221595663,3.81348572866561,0.000284344460901776,0.00147436647919849,-0.288290725974384,"PMCH","pro-melanin concentrating hormone","Upregulated",1.40935691441201
"213089_at",1.11459812741547,7.67112990494169,3.81275186294311,0.00028504865810387,0.00147755075522144,-0.290629787295732,"LOC100272216","uncharacterized LOC100272216","Upregulated",1.11459812741547
"241411_at",1.19741831759115,4.23225833937498,3.81164127475523,0.000286117519731716,0.00148246654663984,-0.294169013475932,"","","Upregulated",1.19741831759115
"1552879_a_at",1.74863171091448,4.34063467069753,3.81059293016809,0.000287129991391444,0.00148677317546026,-0.297509253377029,"ATOH7","atonal bHLH transcription factor 7","Upregulated",1.74863171091448
"1556678_a_at",1.10597509976271,4.74314640623622,3.80937126422773,0.000288314175322074,0.00149149239119778,-0.301400960550421,"","","Upregulated",1.10597509976271
"219631_at",1.1508057071488,6.06555108983051,3.80911281805991,0.000288565289751282,0.00149263452252616,-0.302224153692693,"LRP12","LDL receptor related protein 12","Upregulated",1.1508057071488
"228557_at",1.23094157425839,5.20579681699926,3.80798737562894,0.000289661244896443,0.00149751637714008,-0.305808438507746,"L3MBTL4","l(3)mbt-like 4 (Drosophila)","Upregulated",1.23094157425839
"209921_at",1.69538986282972,6.45651445639336,3.80665884492145,0.000290960088560119,0.00150296799052885,-0.31003860860524,"SLC7A11","solute carrier family 7 member 11","Upregulated",1.69538986282972
"1561149_at",1.16418032484652,3.18241276472393,3.80481484031045,0.000292772117423402,0.00151121762111123,-0.315908471128417,"","","Upregulated",1.16418032484652
"1557021_s_at",1.04390108714834,3.53887531652816,3.80237799916698,0.00029518325515015,0.00152142897624106,-0.323662558025367,"LOC100507250","uncharacterized LOC100507250","Upregulated",1.04390108714834
"209464_at",1.51990194602658,4.62076376607016,3.80158743370404,0.000295969551218129,0.00152500248238643,-0.326177446207623,"AURKB","aurora kinase B","Upregulated",1.51990194602658
"211735_x_at",2.69498931762446,3.4996832245279,3.80032691103027,0.000297227408857619,0.00153092956253218,-0.33018660754731,"SFTPC","surfactant protein C","Upregulated",2.69498931762446
"210450_at",1.31112619678664,2.78304594077961,3.8003100031632,0.000297244315654935,0.00153092956253218,-0.330240377928906,"IGHV5-78","immunoglobulin heavy variable 5-78 (pseudogene)","Upregulated",1.31112619678664
"241790_at",1.20189129648057,5.10503897085584,3.79950322915548,0.000298052107791747,0.00153444759030221,-0.332805894706248,"","","Upregulated",1.20189129648057
"243754_at",1.23672880986288,4.15852422154268,3.79881957193351,0.000298738269686264,0.00153701526939063,-0.334979619991439,"","","Upregulated",1.23672880986288
"1561786_at",1.02147792440006,3.9311598085585,3.79850673695932,0.000299052754022875,0.00153815081710083,-0.335974208928867,"","","Upregulated",1.02147792440006
"240715_at",1.66386854393767,4.08968138595953,3.79736315333294,0.000300205061539495,0.00154310983632862,-0.339609513499362,"TBX5","T-box 5","Upregulated",1.66386854393767
"1559078_at",1.26012911232598,6.34590648840925,3.79682048788543,0.0003007533501717,0.00154560523257429,-0.341334321751363,"","","Upregulated",1.26012911232598
"228476_at",1.06584589157323,6.08789956460925,3.79513137299665,0.000302466100024545,0.00155343381524974,-0.346701954539995,"CCDC191","coiled-coil domain containing 191","Upregulated",1.06584589157323
"239041_at",1.01809443116862,4.58617997370858,3.79325061436572,0.000304384142302778,0.0015618175693736,-0.352676715643726,"HIST1H2AK","histone cluster 1, H2ak","Upregulated",1.01809443116862
"219302_s_at",1.30114642274425,3.88069009689873,3.79236316290621,0.000305293217314347,0.0015656657993108,-0.355495270261592,"CNTNAP2","contactin associated protein-like 2","Upregulated",1.30114642274425
"238914_at",1.7175084793484,3.18198987632521,3.7923091027415,0.000305348678457763,0.0015657870384401,-0.355666951669952,"DCC","DCC netrin 1 receptor","Upregulated",1.7175084793484
"207068_at",1.0242873898924,5.10956427384166,3.79182234956111,0.000305848479730305,0.0015678597918626,-0.357212683141851,"ZFP37","ZFP37 zinc finger protein","Upregulated",1.0242873898924
"220991_s_at",1.27217211948266,3.28668714663166,3.79149293385841,0.000306187169319208,0.00156943250423857,-0.358258699265179,"RNF32","ring finger protein 32","Upregulated",1.27217211948266
"1564292_at",1.36233646352654,2.61095879505909,3.79079238526905,0.000306908632025138,0.0015729666759776,-0.360482997410092,"","","Upregulated",1.36233646352654
"229407_at",1.17870254131665,4.63565135042774,3.79011749850463,0.000307605202828091,0.00157604427483984,-0.36262555789683,"SDK1","sidekick cell adhesion molecule 1","Upregulated",1.17870254131665
"240877_x_at",1.14581715303831,4.26403932487579,3.78945541229019,0.000308290029576647,0.00157905979862372,-0.364727233206287,"","","Upregulated",1.14581715303831
"231300_at",1.09421847564602,4.7690044103114,3.78874425538369,0.000309027235124071,0.00158234163982832,-0.366984401814776,"CCDC189","coiled-coil domain containing 189","Upregulated",1.09421847564602
"216147_at",1.15013927187813,4.68578900683125,3.78862059807381,0.000309155593607168,0.00158283417902694,-0.367376853714819,"","","Upregulated",1.15013927187813
"37892_at",2.08554821599447,4.5937262430278,3.78762481215517,0.000310191095517058,0.0015871449763032,-0.370536873464757,"COL11A1","collagen type XI alpha 1 chain","Upregulated",2.08554821599447
"219745_at",1.18216983597233,5.00093118104305,3.78747999516707,0.000310341964129812,0.00158743271976556,-0.370996388453634,"MFSD13A","major facilitator superfamily domain containing 13A","Upregulated",1.18216983597233
"1563949_at",1.06295926516699,4.06597241433599,3.78630975010591,0.000311563686472011,0.00159251213464509,-0.37470923201112,"","","Upregulated",1.06295926516699
"225301_s_at",1.62495643669485,7.52449548392905,3.78432507616236,0.000313646174955245,0.00160266971573146,-0.381004267353983,"MYO5B","myosin VB","Upregulated",1.62495643669485
"227076_at",1.20874877085894,4.92631528414579,3.78205574224432,0.000316043648643504,0.00161239604134794,-0.388199491753761,"NCAPH2","non-SMC condensin II complex subunit H2","Upregulated",1.20874877085894
"208506_at",1.23567135583959,3.2325427548189,3.78147277656193,0.000316662352520034,0.00161538506950584,-0.390047396175158,"HIST1H3F","histone cluster 1, H3f","Upregulated",1.23567135583959
"219338_s_at",1.19927904733275,6.44865732688148,3.77825951051995,0.00032009342381309,0.0016298465547983,-0.400229497851108,"LRRC49","leucine rich repeat containing 49","Upregulated",1.19927904733275
"238850_at",1.97716368627879,4.48540167165405,3.77764610272513,0.00032075243432389,0.00163218873172447,-0.402172588138286,"LINC00461///MIR9-2","long intergenic non-protein coding RNA 461///microRNA 9-2","Upregulated",1.97716368627879
"222186_at",1.01765941933879,6.61834538206081,3.77755626264003,0.000320849062148873,0.00163251161215589,-0.402457156624617,"","","Upregulated",1.01765941933879
"239131_at",1.07740527868196,6.85277291829082,3.77711365496239,0.000321325516489399,0.00163476682070863,-0.403859050424817,"","","Upregulated",1.07740527868196
"201309_x_at",1.30235394867485,6.93021557819354,3.77588918146715,0.000322647150270798,0.00164087305789858,-0.407736814916746,"NREP","neuronal regeneration related protein","Upregulated",1.30235394867485
"224525_s_at",1.12159992087166,5.58053408303277,3.77587810626656,0.00032265912793356,0.00164087305789858,-0.407771884943451,"OLA1","Obg-like ATPase 1","Upregulated",1.12159992087166
"1556814_a_at",1.0536929018299,3.88497836745139,3.77060815985636,0.000328406933152551,0.00166751831179832,-0.424451548362158,"","","Upregulated",1.0536929018299
"204317_at",1.02684644493531,4.32922257379092,3.77051401323271,0.000328510500345906,0.00166787207908801,-0.424749385610252,"TRMU///GTSE1","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase///G2 and S-phase expressed 1","Upregulated",1.02684644493531
"206524_at",1.30665922027102,4.47659863834737,3.76890515021964,0.00033028517887419,0.00167554626662162,-0.429838328747299,"T","T brachyury transcription factor","Upregulated",1.30665922027102
"204995_at",1.77295497554034,6.11974598880539,3.76692119039472,0.000332486220805123,0.00168544859041492,-0.436111723967093,"CDK5R1","cyclin dependent kinase 5 regulatory subunit 1","Upregulated",1.77295497554034
"220445_s_at",1.62200216188537,2.55339768698926,3.76670758024895,0.000332724037351959,0.00168648039822599,-0.436787039480103,"CSAG2///CSAG3","CSAG family member 2///CSAG family member 3","Upregulated",1.62200216188537
"1554408_a_at",1.17492232689212,6.15206575550889,3.76661233870091,0.000332830124065369,0.00168667064004991,-0.437088131576713,"TK1","thymidine kinase 1","Upregulated",1.17492232689212
"232838_at",1.07530668047179,3.46905651896343,3.76653725290724,0.000332913782655301,0.00168692086326016,-0.437325500631709,"ASXL3","additional sex combs like 3, transcriptional regulator","Upregulated",1.07530668047179
"1556685_at",1.28512940865119,3.51533812178393,3.76617018315004,0.00033332305110054,0.00168864690368622,-0.438485874217487,"","","Upregulated",1.28512940865119
"204342_at",1.01070592010959,8.51862109125139,3.76493972176569,0.000334698474861415,0.00169491693449682,-0.442375030858402,"SLC25A24","solute carrier family 25 member 24","Upregulated",1.01070592010959
"228724_at",2.0714689793346,5.77565463613404,3.76382279760126,0.000335951676338209,0.00170021332279896,-0.445904588747832,"TTLL7","tubulin tyrosine ligase like 7","Upregulated",2.0714689793346
"205979_at",2.71883661016386,5.08165493925563,3.76217658861205,0.000337806912429435,0.00170837253236539,-0.451105442160098,"SCGB2A1","secretoglobin family 2A member 1","Upregulated",2.71883661016386
"212909_at",1.74175992717281,4.0034080464212,3.76097006466308,0.000339172842133569,0.00171387123052644,-0.454916232642601,"LYPD1","LY6/PLAUR domain containing 1","Upregulated",1.74175992717281
"240185_at",1.03275697906149,3.97655927979136,3.75699087517497,0.000343715233865662,0.00173308694669819,-0.467478633024062,"LOC100147773","uncharacterized LOC100147773","Upregulated",1.03275697906149
"242872_at",1.10866673141892,2.51355411222137,3.75645373447069,0.000344332830558486,0.00173602311406674,-0.469173715140339,"MIR1178///CIT","microRNA 1178///citron rho-interacting serine/threonine kinase","Upregulated",1.10866673141892
"208165_s_at",1.5375406423473,5.14180659475176,3.75579500930181,0.000345091669579654,0.00173913619264708,-0.471252265125994,"PRSS16","protease, serine 16","Upregulated",1.5375406423473
"1555462_at",1.33100477206475,3.12201108171783,3.75498032744548,0.000346032376004079,0.00174316289169049,-0.473822583945398,"PPP1R1C","protein phosphatase 1 regulatory inhibitor subunit 1C","Upregulated",1.33100477206475
"213558_at",1.77159574235925,6.21418530710585,3.75430486606688,0.000346814181349194,0.00174656487786816,-0.475953378308593,"PCLO","piccolo presynaptic cytomatrix protein","Upregulated",1.77159574235925
"240053_x_at",1.63710619037342,3.9343047785749,3.75408726933913,0.000347066395165915,0.0017474773464575,-0.476639748867605,"PEX5L","peroxisomal biogenesis factor 5 like","Upregulated",1.63710619037342
"229094_at",1.21876897218293,3.45582929882956,3.75329856844903,0.000347982037322138,0.0017515499294712,-0.479127342710585,"ATP6V0E2-AS1","ATP6V0E2 antisense RNA 1","Upregulated",1.21876897218293
"231864_at",1.02073772144949,7.58802981825261,3.752133948789,0.000349338319751651,0.00175747783457924,-0.482799956407723,"ZNF33A","zinc finger protein 33A","Upregulated",1.02073772144949
"205268_s_at",1.65381869481419,4.62888229048559,3.75147174291581,0.000350111754236095,0.00175992941982792,-0.484887872502912,"ADD2","adducin 2","Upregulated",1.65381869481419
"217110_s_at",1.67298888622404,3.58867767198147,3.75133104198194,0.000350276298659403,0.00176057669337418,-0.485331466567708,"MUC4","mucin 4, cell surface associated","Upregulated",1.67298888622404
"236009_at",1.3684906832772,5.05865703244914,3.75122353349975,0.000350402075509644,0.00176102899904025,-0.48567040577546,"PERP","PERP, TP53 apoptosis effector","Upregulated",1.3684906832772
"241835_at",1.11434575489408,5.27976556613829,3.7497554058834,0.000352123994233928,0.00176896022299836,-0.490298279540219,"","","Upregulated",1.11434575489408
"1570412_at",1.30591664935991,3.65030208740734,3.74820464539623,0.000353951600021346,0.00177585748515427,-0.495185306689494,"","","Upregulated",1.30591664935991
"220484_at",1.66133918382988,4.57107206122382,3.74819236674929,0.000353966106740771,0.00177585748515427,-0.495223995874438,"MCOLN3","mucolipin 3","Upregulated",1.66133918382988
"239926_at",1.0362501225323,4.09803719454255,3.74787151327457,0.000354345383216872,0.00177739788704919,-0.496234953193275,"","","Upregulated",1.0362501225323
"201849_at",1.11738524387792,9.58427094950707,3.74707057404896,0.000355293855756861,0.0017808846653996,-0.498758328619003,"BNIP3","BCL2 interacting protein 3","Upregulated",1.11738524387792
"229866_at",1.41027489535906,4.73306558225552,3.74292191267762,0.00036024560626812,0.00180276675964969,-0.511822955856905,"STK32A","serine/threonine kinase 32A","Upregulated",1.41027489535906
"47550_at",1.25819239858666,5.41705038376574,3.74120361214112,0.000362315759580587,0.00181202069129809,-0.517231231311909,"LZTS1","leucine zipper tumor suppressor 1","Upregulated",1.25819239858666
"223801_s_at",1.02167872056276,3.87937849663417,3.74110649973013,0.000362433095759096,0.00181242330721726,-0.517536838367118,"APOL4","apolipoprotein L4","Upregulated",1.02167872056276
"225299_at",1.19004205570106,6.4424199786134,3.73893344995256,0.000365068188654991,0.00182430286982291,-0.524373898977772,"MYO5B","myosin VB","Upregulated",1.19004205570106
"237448_at",1.20916606582613,4.37649434976451,3.73704193700703,0.000367376755147108,0.00183341866029652,-0.530322979117782,"","","Upregulated",1.20916606582613
"235403_at",1.15191608866822,2.77923664050397,3.7369052293643,0.000367544143626958,0.00183388203969293,-0.530752865583856,"","","Upregulated",1.15191608866822
"228873_at",1.79381851470976,4.49436654484363,3.73471765479855,0.000370232586799037,0.00184617297310704,-0.537630398138211,"COL22A1","collagen type XXII alpha 1 chain","Upregulated",1.79381851470976
"225060_at",1.14721146707164,8.36733614836838,3.73412109807839,0.000370968980993528,0.00184916526654282,-0.53950544551105,"LRP11","LDL receptor related protein 11","Upregulated",1.14721146707164
"1562610_at",1.15986067789934,3.75991148446857,3.7339573176597,0.000371171397149264,0.00184991704036502,-0.540020191083328,"","","Upregulated",1.15986067789934
"1560346_at",1.01138452185596,3.83091529082908,3.73386255761876,0.000371288559160634,0.00184993885486202,-0.540318005507037,"","","Upregulated",1.01138452185596
"244264_at",1.07751497297943,4.68612557467207,3.73345063567158,0.000371798272647097,0.00185210342196251,-0.541612545633861,"KLRG2","killer cell lectin like receptor G2","Upregulated",1.07751497297943
"207373_at",1.52461041926102,2.70470728486506,3.73248363502503,0.000372997466511488,0.00185788909146986,-0.54465114310152,"HOXD10","homeobox D10","Upregulated",1.52461041926102
"239621_at",1.1392087295241,2.96604396345469,3.73220496563518,0.000373343733451055,0.00185942561659171,-0.545526704724001,"","","Upregulated",1.1392087295241
"229667_s_at",1.84070914009997,4.14026274849382,3.73093471840163,0.000374925996211245,0.00186664615347457,-0.549517181712702,"HOXB8","homeobox B8","Upregulated",1.84070914009997
"243383_at",1.2050258245548,5.81384764728601,3.73069941286627,0.00037521980209866,0.00186725736264854,-0.550256292405231,"","","Upregulated",1.2050258245548
"241842_x_at",1.18822226689586,3.58526439051476,3.73042786499641,0.000375559133664847,0.00186856807788131,-0.551109203575904,"C19orf45","chromosome 19 open reading frame 45","Upregulated",1.18822226689586
"203765_at",1.0660068471465,7.90057692269154,3.72987058049139,0.0003762564444266,0.00187184823181677,-0.552859460315905,"GCA","grancalcin","Upregulated",1.0660068471465
"227642_at",1.6351856507403,6.18256377411676,3.72823148235085,0.000378314556454833,0.00188075615068428,-0.558006331466295,"TFCP2L1","transcription factor CP2-like 1","Upregulated",1.6351856507403
"243272_at",1.00576007158502,2.88892626175964,3.72816866831387,0.000378393641329975,0.00188095927961653,-0.558203541055182,"LOC101593348","uncharacterized LOC101593348","Upregulated",1.00576007158502
"224579_at",1.33851840346703,9.57744495298846,3.72801224464174,0.000378590652257723,0.00188174850764099,-0.558694635660566,"SLC38A1","solute carrier family 38 member 1","Upregulated",1.33851840346703
"1569377_at",1.38028772429324,4.11149812983691,3.72719642073891,0.000379619744855243,0.00188610145245274,-0.561255701899245,"TMEM67","transmembrane protein 67","Upregulated",1.38028772429324
"242637_at",1.30698430556088,4.24327439353697,3.72626756548265,0.000380794665137162,0.0018906570656295,-0.564171139002496,"","","Upregulated",1.30698430556088
"207264_at",1.17057009237165,3.60575762884142,3.7258837900039,0.000381281119264433,0.00189244503082963,-0.565375567744721,"KDELR3","KDEL endoplasmic reticulum protein retention receptor 3","Upregulated",1.17057009237165
"204352_at",1.07786701701058,7.61297513342614,3.7256792678634,0.000381540603093642,0.00189316007425924,-0.566017399235462,"TRAF5","TNF receptor associated factor 5","Upregulated",1.07786701701058
"226029_at",1.08580395565131,6.17682937384242,3.72331395589166,0.00038455381463956,0.00190580517242107,-0.573438490089236,"VANGL2","VANGL planar cell polarity protein 2","Upregulated",1.08580395565131
"234588_at",1.31067630029167,3.5434448113886,3.72227498240998,0.000385884542770804,0.00191124516317292,-0.576697227794757,"","","Upregulated",1.31067630029167
"219196_at",2.60452642619885,4.26802692772294,3.71812343947313,0.000391245845948142,0.00193507230290182,-0.589712383177304,"SCG3","secretogranin III","Upregulated",2.60452642619885
"1556815_at",1.13507368303589,3.36421312627728,3.71784049259351,0.00039161381745898,0.00193669759956824,-0.590599068084506,"","","Upregulated",1.13507368303589
"236028_at",1.13069549301178,2.37960032532032,3.71770078782882,0.000391795624734504,0.00193740200043319,-0.591036851086619,"IBSP","integrin binding sialoprotein","Upregulated",1.13069549301178
"228004_at",2.19694331762328,3.765021849387,3.71735104594048,0.000392251120569559,0.00193906981011315,-0.592132763764129,"LINC00261","long intergenic non-protein coding RNA 261","Upregulated",2.19694331762328
"202718_at",1.7052170886373,8.16018215498409,3.71729131156029,0.000392328967730301,0.00193925982070366,-0.59231993385436,"IGFBP2","insulin like growth factor binding protein 2","Upregulated",1.7052170886373
"214358_at",1.04984184928044,4.58386048620363,3.71699442884229,0.000392716090444425,0.00194078343502047,-0.593250147882125,"ACACA","acetyl-CoA carboxylase alpha","Upregulated",1.04984184928044
"229570_at",1.1005157381966,4.82226219807314,3.71579672923293,0.000394281542842734,0.00194734636943314,-0.597002353935993,"LAMA5-AS1///LAMA5","LAMA5 antisense RNA 1///laminin subunit alpha 5","Upregulated",1.1005157381966
"233409_at",1.10350452445484,3.08821871646173,3.71427922198152,0.000396273546231961,0.00195639935682112,-0.60175528979872,"RHBDL3","rhomboid like 3","Upregulated",1.10350452445484
"215343_at",1.21538117439309,5.03892323583967,3.71381238108316,0.000396888287174397,0.00195864827469567,-0.603217202370691,"CCDC88C","coiled-coil domain containing 88C","Upregulated",1.21538117439309
"1557290_at",1.05832766873328,2.76102495346603,3.71370803215333,0.000397025819210063,0.00195893407057752,-0.603543954066883,"DPY19L2P4","DPY19L2 pseudogene 4","Upregulated",1.05832766873328
"242630_at",1.11113029429431,2.68926163902859,3.71335071382966,0.00039749710954973,0.00196106279021592,-0.604662791083935,"","","Upregulated",1.11113029429431
"230836_at",1.34846176888651,6.46747965822694,3.71300849062858,0.000397948989996126,0.00196289855159777,-0.605734293701952,"ST8SIA4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","Upregulated",1.34846176888651
"216078_at",1.06573594260742,3.22232149037299,3.71294779162643,0.000398029189665739,0.00196309735751048,-0.605924335597005,"","","Upregulated",1.06573594260742
"229311_at",1.41363960209623,3.81545860558748,3.71240690155996,0.000398744531400416,0.00196583730654446,-0.607617709780211,"GKAP1","G kinase anchoring protein 1","Upregulated",1.41363960209623
"224367_at",1.50413321722251,8.41987593335763,3.71211338357391,0.000399133229757127,0.00196735939463678,-0.608536561709696,"BEX2","brain expressed X-linked 2","Upregulated",1.50413321722251
"222646_s_at",1.03588943952957,7.75838500144856,3.71093192515973,0.000400701461525841,0.00197449597609674,-0.612234593970917,"ERO1A","endoplasmic reticulum oxidoreductase 1 alpha","Upregulated",1.03588943952957
"235268_at",1.10862167323976,3.90892976893434,3.70964548708277,0.000402415720218921,0.00198214918366491,-0.61626030985625,"TADA2A","transcriptional adaptor 2A","Upregulated",1.10862167323976
"227415_at",1.19758273503673,7.51683974268776,3.70728845689663,0.000405574765893098,0.00199491378501616,-0.623633824658637,"DGKH","diacylglycerol kinase eta","Upregulated",1.19758273503673
"1556213_a_at",1.24787138431341,3.92126442513376,3.705575896138,0.000407884865072273,0.00200467344742423,-0.628989244152363,"BTG3","BTG anti-proliferation factor 3","Upregulated",1.24787138431341
"205980_s_at",1.79740977966114,4.86208578241288,3.70071054369676,0.000414516443063865,0.00203158472249438,-0.644194710793884,"PRR5-ARHGAP8///ARHGAP8","PRR5-ARHGAP8 readthrough///Rho GTPase activating protein 8","Upregulated",1.79740977966114
"229553_at",1.04577506769525,7.85798252361102,3.69997103381955,0.000415533363719453,0.00203616313767607,-0.646504678154507,"PGM2L1","phosphoglucomutase 2 like 1","Upregulated",1.04577506769525
"232363_at",1.15750825041295,4.96404179214843,3.69781487428933,0.000418511949239822,0.0020483936476827,-0.653237964887391,"","","Upregulated",1.15750825041295
"207781_s_at",1.52472216424398,4.50731027020367,3.69536804813252,0.000421916716564111,0.00206230812277443,-0.660875713141939,"ZNF711","zinc finger protein 711","Upregulated",1.52472216424398
"219395_at",1.53565595988313,6.12317997030639,3.69474101587936,0.000422793473778556,0.0020652320042121,-0.66283243514038,"MIR6773///ESRP2","microRNA 6773///epithelial splicing regulatory protein 2","Upregulated",1.53565595988313
"228641_at",1.19659093859577,5.85873587318793,3.69473014458247,0.000422808690032569,0.0020652320042121,-0.662866358204225,"CARD8","caspase recruitment domain family member 8","Upregulated",1.19659093859577
"1557325_at",1.12296307408437,2.84962772403245,3.69268129895954,0.000425685738400347,0.00207784129842931,-0.669258412766466,"","","Upregulated",1.12296307408437
"235635_at",1.09940910491545,6.60830345764044,3.69106494301522,0.000427968625901125,0.00208670750839444,-0.674299467173392,"ARHGAP5","Rho GTPase activating protein 5","Upregulated",1.09940910491545
"240236_at",1.99716785415762,4.51713352382257,3.68922562107843,0.000430580612684927,0.0020977802186522,-0.680034072671229,"STXBP5L","syntaxin binding protein 5 like","Upregulated",1.99716785415762
"235148_at",1.44029125114711,5.74880801248482,3.688492346195,0.000431626151438118,0.00210224963217019,-0.682319720758163,"KRTCAP3","keratinocyte associated protein 3","Upregulated",1.44029125114711
"244706_at",1.11622269823135,2.90150765108081,3.68787091641277,0.000432514109181951,0.00210574075101576,-0.684256500460163,"PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1","Upregulated",1.11622269823135
"1556269_at",1.21746756156105,4.12333611560403,3.68697689267208,0.000433794628531679,0.00211155725454133,-0.687042469874747,"MYT1","myelin transcription factor 1","Upregulated",1.21746756156105
"234276_at",1.06248700790205,5.20970095227096,3.68620695401508,0.000434900313499891,0.00211613252206173,-0.689441394257871,"","","Upregulated",1.06248700790205
"1557132_at",1.37231130166,4.57573843966425,3.68512083463901,0.000436464621822408,0.00212308369375397,-0.692824872473768,"WDR17","WD repeat domain 17","Upregulated",1.37231130166
"241901_at",1.06286580359492,3.06703785431152,3.68394701156896,0.000438161273991625,0.00213028374758481,-0.696480799962832,"LOC101929988","uncharacterized LOC101929988","Upregulated",1.06286580359492
"243006_at",1.14030825988904,6.17954710357013,3.68247326061305,0.000440300341084183,0.00213899288021812,-0.701069741112777,"FYN","FYN proto-oncogene, Src family tyrosine kinase","Upregulated",1.14030825988904
"233861_at",1.0012473923764,3.20361602419914,3.6812722596623,0.000442050879551143,0.00214664932695876,-0.704808470518224,"","","Upregulated",1.0012473923764
"1556724_at",1.02026631709465,3.65387473426527,3.67727708423743,0.000447921942751831,0.00217173071603009,-0.717239499613667,"LOC100288490","uncharacterized LOC100288490","Upregulated",1.02026631709465
"206137_at",1.73940754443909,5.53347240745486,3.6768084190013,0.000448615511342149,0.00217466490657207,-0.7186971516174,"RIMS2","regulating synaptic membrane exocytosis 2","Upregulated",1.73940754443909
"238542_at",1.47470503248433,5.2838419654573,3.67665193334314,0.000448847319122472,0.00217535999527819,-0.719183828157639,"ULBP2","UL16 binding protein 2","Upregulated",1.47470503248433
"229823_at",2.15510355614757,5.38023358790771,3.67662084101631,0.000448893390877091,0.00217536902549626,-0.719280524828156,"RIMS2","regulating synaptic membrane exocytosis 2","Upregulated",2.15510355614757
"214811_at",1.63322578380647,4.85733143819811,3.67647353907723,0.000449111720059398,0.00217621274337398,-0.719738624052063,"RIMBP2","RIMS binding protein 2","Upregulated",1.63322578380647
"242801_at",1.09157267695161,4.83850268560389,3.67464454533864,0.000451831070723304,0.00218594548196653,-0.725425627290925,"","","Upregulated",1.09157267695161
"241583_x_at",1.07670076905753,2.77570451036174,3.67432527619444,0.000452307365282314,0.00218781957371934,-0.726418152135026,"","","Upregulated",1.07670076905753
"208651_x_at",1.74093566482803,9.11471357553596,3.67420416417415,0.000452488168617217,0.00218836269042457,-0.726794642514968,"CD24","CD24 molecule","Upregulated",1.74093566482803
"237277_at",1.41857105860446,3.05009330017982,3.67309713812497,0.00045414399686763,0.00219519289330702,-0.730235564398505,"","","Upregulated",1.41857105860446
"208546_x_at",1.29754039964455,6.17690107479628,3.67266402676077,0.000454793389974313,0.00219790005308054,-0.731581592899197,"HIST1H2BH","histone cluster 1, H2bh","Upregulated",1.29754039964455
"236591_at",1.20408213918954,5.0270395863854,3.67242059734859,0.000455158768209485,0.00219944981903998,-0.732338077956848,"MIR4458///MIR4458HG","microRNA 4458///MIR4458 host gene","Upregulated",1.20408213918954
"219301_s_at",1.87784207104509,5.52369986265135,3.66969571647384,0.00045926783382411,0.00221669370269573,-0.740803617948087,"CNTNAP2","contactin associated protein-like 2","Upregulated",1.87784207104509
