"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","38/2723","79/6792",0.481012658227848,1.19979360069172,1.46111243490601,0.0899565276327522,0.317119476200308,0.263030782551907,"PIK3R1/FOS/PRKCB/NRAS/IKBKB/SOS2/NFKB1/CD81/INPP5D/MAP2K2/PPP3CB/VAV2/NFKBIA/MAPK1/LILRA1/SYK/PPP3CC/PIK3AP1/LILRB3/JUN/AKT3/VAV3/CD22/SOS1/LYN/CARD11/LILRA2/CD79A/CD79B/PIK3CD/LILRA5/RAC2/CD19/IFITM1/LILRA6/LILRB1/BLNK/DAPP1",38
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","30/2723","61/6792",0.491803278688525,1.22670872892121,1.45492365586131,0.0935927447627035,0.326638679221835,0.270926366418352,"LSM5/LSM8/EXOSC2/BTG3/DIS3/EXOSC8/LSM7/EXOSC9/CNOT4/DHX36/NUDT16/CNOT2/PABPC1L/CNOT9/TOB1/LSM4/EXOSC3/CNOT6/TOB2/XRN1/BTG2/CNOT7/MPHOSPH6/PATL1/EDC3/PFKM/PABPC4L/DDX6/CNOT6L/ENO1",30
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","21/2723","41/6792",0.51219512195122,1.2775722615838,1.45824595114814,0.0979324838752361,0.336553250930187,0.279149883896249,"PLPP3/SLC27A4/SLC27A1/PLA2G3/PLPP1/AGPAT1/PLA2G12A/ACAT2/PLA2G2A/CD36/NPC1L1/PLA2G5/DGAT1/APOB/AGPAT2/MOGAT2/CEL/APOA1/DGAT2/CLPS/PNLIP",21
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","16/2723","30/6792",0.533333333333333,1.33029746603011,1.48311602347992,0.0983622681801692,0.336553250930187,0.279149883896249,"TKT/DERA/RPE/ALDOA/PGM2/H6PD/PGM1/PGD/PFKM/GPI/IDNK/RGN/ALDOB/GLYCTK/ALDOC/FBP2",16
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","58/2723","126/6792",0.46031746031746,1.14817340818075,1.37331362620015,0.100527498467443,0.338367171227666,0.280654417395893,"RHOA/PIK3R1/ARPC4/RHOG/ACTB/ITGA5/GNAQ/RPS6KA2/FOS/MAPK8/WASF2/MAP2K4/PXN/ARPC5L/WASL/MAP3K7/WIPF3/GIT2/ACTR2/ELMO2/PTK2B/IKBKB/NFKB1/TLR4/ARPC2/ROCK1/PIP5K1A/MAP2K2/PKN2/DOCK1/VAV2/PIP5K1C/CD4/ELMO1/NFKBIA/MAPK1/WIPF1/SRC/JUN/PTK2/AKT3/LIMK1/VAV3/FN1/CRK/BCAR1/PIK3CD/ARHGEF28/NLRP3/ARHGEF7/RAC2/LCP2/CXCL8/MAPK14/MAPK13/BAIAP2/ITGB1/RPS6KA6",58
"Cellular Processes","Cell motility","hsa04814","Motor proteins","78/2723","173/6792",0.450867052023121,1.1246011815428,1.35798778207341,0.100831477958961,0.338367171227666,0.280654417395893,"KIF14/KIF18A/KIF4A/CENPE/KIF15/KIF23/KIFC1/KIF18B/KIF11/KIF2C/DYNLT1/KIF20B/CAPZB/ACTB/MYO19/DYNC2LI1/MYO3A/KIF20A/ACTR1A/DNAH14/MYL9/KIF1C/DNAH5/MYH11/TUBB2B/KIF13A/DCTN1/MYH9/DYNC1H1/MYL10/KIF24/MYL5/MYO1C/TNNT3/ACTC1/MYO6/DNAH1/DYNC1LI2/TUBE1/MYO9B/TPM3/TPM2/MYO1B/ACTA1/TUBA1A/DYNC2H1/KIF1A/KIF26B/ACTG2/BICDL1/KIF5C/ACTA2/KIF19/MYO5B/TPM1/TPM4/MYO5A/KIF21A/MYL3/TNNC1/MYL4/TUBB1/TNNC2/TNNI2/TUBB6/MYO15B/MYO1F/TNNI1/MYL2/TUBB4A/MYL1/TNNT2/MYH8/MYH7/MYH1/MYH2/MYO1G/KLC3",78
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","62/2723","136/6792",0.455882352941176,1.1371108854853,1.32123957654742,0.10925209185281,0.357827254971669,0.296795340422889,"SEC61G/LAMP1/ATP6V0D1/VAMP3/ACTB/ITGA5/TUBB2B/TFRC/C3/RAB5B/M6PR/ATP6V0A1/RAB5A/MRC2/ITGB3/TLR4/SEC61B/DYNC1H1/THBS1/ATP6AP1/ATP6V0A2/RILP/COLEC12/DYNC1LI2/HLA-E/RAB7B/CANX/CD36/CD209/SFTPD/TUBA1A/ATP6V1B1/THBS4/DYNC2H1/ITGB2/C1R/ITGAM/HLA-G/HLA-DRB4/FCGR2C/SEC61A1/CYBB/NCF4/EEA1/ITGA2/PLA2R1/TUBB1/ATP6V1C1/TUBB6/HLA-DRB1/MSR1/HLA-B/ITGB1/TUBB4A/ATP6V1C2/CD14/HLA-DMA/ATP6V1A/CORO1A/CLEC4M/MPO/HLA-DRA",62
"Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","27/2723","55/6792",0.490909090909091,1.22447834941408,1.36731750033519,0.110132338642144,0.357827254971669,0.296795340422889,"HDAC2/NOTCH2/ATXN1L/PSEN1/KAT2B/NOTCH1/ATXN1/PSEN2/ITCH/SPEN/MAML2/HEY1/DLL3/TLE1/CTBP1/NCOR2/NOTCH3/ADAM17/JAG1/MFNG/TLE6/TLE4/DTX1/APH1A/DTX3/HES1/DLL1",27
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","34/2723","71/6792",0.47887323943662,1.19445723182281,1.34735850069381,0.110731643372322,0.357827254971669,0.296795340422889,"CDKN2A/PIK3R1/E2F1/E2F3/GADD45B/MDM2/FGFR1/PDGFA/ARAF/NRAS/IGF1/EGFR/POLK/MITF/PDGFRB/MAP2K2/FGF2/PDGFC/MAPK1/AKT3/E2F2/FGF1/FGF10/FGF7/CDH1/IGF1R/CCND1/PDGFB/PIK3CD/PDGFD/TP53/PDGFRA/MET/RB1",34
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","34/2723","71/6792",0.47887323943662,1.19445723182281,1.34735850069381,0.110731643372322,0.357827254971669,0.296795340422889,"CDKN2A/PIK3R1/FHIT/RXRA/E2F1/STAT3/E2F3/GADD45B/RASSF1/PRKCB/STAT5B/ARAF/PRKCA/NRAS/SOS2/EGFR/POLK/JAK3/MAP2K2/MAPK1/RXRB/STK4/RARB/ERBB2/AKT3/E2F2/SOS1/CCND1/KIF5C/PIK3CD/TP53/MET/RB1/RASSF5",34
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","60/2723","132/6792",0.454545454545455,1.13377624945748,1.26962570883867,0.119364113312635,0.382184179322108,0.316997886634232,"PIK3R1/INHBC/IL6ST/RIF1/STAT3/SMAD2/INHBE/TCF3/SOX2/JAK1/FGFR1/CTNNB1/FZD3/SMAD3/FGFR2/NRAS/IGF1/SMAD5/KAT6A/JAK3/BMPR2/SKIL/MAP2K2/DLX5/FZD6/NODAL/FGF2/APC/ACVR1B/MAPK1/PCGF3/ACVR2B/AKT3/BMP4/ISL1/WNT7B/APC2/PCGF2/IGF1R/INHBA/BMPR1B/KLF4/FGFR3/PIK3CD/JAK2/HOXA1/MAPK14/MAPK13/FZD9/MYC/MEIS1/PAX6/SMAD9/TBX3/TCF7/INHBB/ZIC3/FZD7/ID4/WNT11",60
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","12/2723","22/6792",0.545454545454545,1.36053149934898,1.38550169593431,0.122132929138813,0.38749447517678,0.32140244510214,"GLUD1/GLUL/GLUD2/GLS/GOT1/ASL/NOS3/CPS1/ASS1/ARG2/GLS2/ARG1",12
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","27/2723","56/6792",0.482142857142857,1.20261266460312,1.24539295118372,0.134133018271833,0.421733543935762,0.349801612373201,"ILK/PIK3R1/TCF7L2/GADD45B/ARAF/CTNNB1/CTNNA1/NRAS/SOS2/EGFR/POLK/MAP2K2/APC/MAPK1/TCF7L1/CTNNA3/ERBB2/AKT3/SOS1/APC2/CDH1/CCND1/PIK3CD/TP53/LEF1/MYC/TCF7",27
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","65/2723","145/6792",0.448275862068966,1.11813795636152,1.17627118029597,0.137887603816625,0.426065965176525,0.353395084975251,"CCNE2/ITPR1/CDKN2A/CDKN2C/E2F1/TCF7L2/E2F3/CCNE1/GNAQ/CDK2/GNAI2/GNAI3/ATF2/ADCY9/CTNNB1/PDE8B/FZD3/RAP1A/KMT2A/CAMK2D/SP1/CREB3L4/ARNT/NR4A1/PRKACB/CAMK2G/GNAS/AIP/EGFR/CREB3/ADCY6/MAP2K2/ADCY4/FZD6/APC/MAPK1/TCF7L1/PDE8A/CREB3L2/E2F2/ITPR2/WNT7B/APC2/CREB1/ATF6B/CREB3L1/AGTR1/CCND1/STAR/ITPR3/CACNA1C/CAMK2A/LDLR/ADCY5/LEF1/FZD9/PBX1/TCF7/CYP11A1/RB1/AGT/CDKN2B/CYP17A1/FZD7/WNT11",65
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","15/2723","29/6792",0.517241379310345,1.29015918041714,1.28089184920176,0.137952590443975,0.426065965176525,0.353395084975251,"PYGM/PGM2/GYG1/PYGB/GYS1/PGM1/HK1/G6PC3/HKDC1/GPI/PGM2L1/GYG2/PYGL/ENPP1/MGAM",15
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","105/2723","241/6792",0.435684647302905,1.08673159180365,1.12144732594419,0.145890593156473,0.433599071635068,0.359643325892455,"ITPR1/ATP2B4/PLCD3/ITPKB/GNAQ/PRKCB/EDNRB/STIM1/FGFR1/PDGFA/NTRK3/ADCY9/PRKCA/VDAC1/VDAC3/CAMK1/PLCD1/TPCN1/FGFR2/CAMK2D/NTRK2/PTK2B/PRKACB/CAMK2G/MCOLN3/GNAS/EGFR/CALM1/PDE1B/ADRB2/MCOLN1/GNAL/PDGFRB/EDNRA/ADCY4/PPP3CB/FGF2/PDE1A/PDGFC/PTGER3/TBXA2R/CASQ2/GRIN1/ADRA1A/PPP3CC/ERBB2/SLC8A1/GRM5/ATP2A3/PTGFR/TFEB/ITPR2/FGF1/MYLK/CALML6/RYR1/P2RX7/ATP2A2/CASQ1/ADRA1B/FGF10/FGF7/SLC25A6/AGTR1/ASPH/PDGFB/P2RX5/HRC/NOS3/FGFR3/PPIF/CHRM2/TACR1/ITPR3/PDGFD/NGF/VEGFA/GRIN2A/CACNA1C/CACNA1B/CXCR4/CAMK2A/HRH1/ATP2B2/SLN/TNNC1/PLN/PLCD4/TNNC2/FLT1/GRIN3A/CHRM3/PDGFRA/PLCE1/HTR2A/P2RX1/ATP2A1/AVPR1A/MET/ITPKA/BDKRB2/ADRB1/MCOLN2/GRM1/TRDN",105
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","69/2723","155/6792",0.445161290322581,1.1103692559203,1.13703778212211,0.14599831901197,0.433599071635068,0.359643325892455,"PCNA/RHOA/ARPC4/MARVELD3/ACTB/PATJ/SCRIB/MYL9/HSPA4/MAPK8/MYH11/ARPC5L/PRKCI/RAP1A/VASP/SYMPK/ACTR2/MAP3K1/PRKACB/F11R/PPP2R1A/PRKCE/MAP3K5/MYH9/RAB8B/ARPC2/JAM2/ROCK1/MICALL2/PRKAG1/SYNPO/EZR/RAPGEF2/MSN/MARVELD2/DLG3/ACTN1/SRC/CLDN3/GATA4/RAB13/ERBB2/JUN/NF2/PRKAB1/JAM3/CD1E/TUBA1A/OCLN/HCLS1/PRKAA1/CCND1/YBX3/PPP2R1B/AFDN/PPP2CB/PPP2R2D/EPB41L4B/DLG2/CLDN4/RDX/CD1D/ARHGEF2/TIAM1/CLDN5/ITGB1/MYL2/CLDN18/CD1C",69
NA,NA,"hsa04981","Folate transport and metabolism","14/2723","27/6792",0.518518518518518,1.29334475864039,1.24931845493445,0.146437298158832,0.433599071635068,0.359643325892455,"TYMS/DHFR/DHFR2/SLCO2B1/MTHFR/ABCC1/SLC22A8/ABCG2/BHMT2/SHMT2/ABCC5/SLC19A1/ABCC3/FOLR3",14
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","44/2723","96/6792",0.458333333333333,1.14322438486963,1.15609014925259,0.146682365633257,0.433599071635068,0.359643325892455,"ITPR1/RHOA/RRAS/PIK3R1/PRKCD/NFKB2/MAPK8/MDM2/MRAS/NRAS/IKBKB/CALM1/NFKB1/PTPN11/STAT1/PPP3CB/STAT2/NFKBIA/MAPK1/IL23A/SRC/PLK3/SYK/PPP3CC/EGR3/JUN/CYLD/AKT3/RELB/CD209/ITPR2/CALML6/MAPKAPK2/PTGS2/LSP1/PIK3CD/ITPR3/NLRP3/IL17D/MAPK14/MAPK13/CLEC4D/FCER1G/CLEC4M",44
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","79/2723","179/6792",0.441340782122905,1.10083973271347,1.11842220517152,0.148961599226253,0.433599071635068,0.359643325892455,"RHOA/PIK3R1/STAT3/PRKCD/GNG7/RASGRP2/GNAQ/PRKCB/GNAI2/GNAI3/GNG4/STAT5B/PXN/ADCY9/GRK2/CXCL12/RAP1A/ARRB1/NRAS/PTK2B/PRKACB/IKBKB/SOS2/JAK3/NFKB1/GNGT1/ROCK1/CX3CR1/ADCY6/STAT1/ADCY4/CXCL10/STAT2/SHC1/VAV2/CXCL9/ELMO1/NFKBIA/MAPK1/GNG11/SRC/SHC3/PTK2/AKT3/VAV3/PREX1/CCL16/SOS1/GRK5/CXCL11/CXCL5/LYN/CCL21/ARRB2/CCL18/CRK/BCAR1/CX3CL1/PIK3CD/CCL23/JAK2/GNG12/CXCR4/RAC2/CXCL14/GNG2/CXCL8/XCL1/CCR2/ADCY5/TIAM1/GNG13/PIK3R5/GNG3/CXCR2/CXCR5/PIK3CG/CXCL13/DOCK2",79
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","63/2723","141/6792",0.446808510638298,1.11447793031778,1.12365940833548,0.149960989881431,0.433599071635068,0.359643325892455,"BRCA1/NOTCH2/PIK3R1/E2F1/TCF7L2/E2F3/GADD45B/NCOA1/FOS/NFKB2/NCOA3/FGFR1/ARAF/CTNNB1/FZD3/BRCA2/NOTCH1/SP1/NRAS/IGF1/CSNK1A1/SOS2/EGFR/POLK/MAP2K2/FZD6/FGF2/SHC1/APC/HEY1/DLL3/MAPK1/TCF7L1/KIT/ERBB2/NOTCH3/SHC3/JUN/AKT3/E2F2/FGF1/SOS1/WNT7B/LRP6/APC2/FGF10/FGF7/IGF1R/JAG1/CCND1/PIK3CD/PGR/ESR2/TP53/LEF1/FZD9/MYC/HES1/TCF7/RB1/FZD7/DLL1/WNT11",63
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","63/2723","141/6792",0.446808510638298,1.11447793031778,1.12365940833548,0.149960989881431,0.433599071635068,0.359643325892455,"CCNE2/PIK3R1/TGFBR2/RXRA/E2F1/TCF7L2/E2F3/SMAD2/CCNE1/GADD45B/CDK2/ARAF/CTNNB1/FZD3/SMAD3/CTNNA1/FGFR2/NRAS/CSNK1A1/SOS2/EGFR/POLK/TGFB3/GAB1/TGFB1/MAP2K2/FZD6/FGF2/SHC1/APC/MAPK1/TCF7L1/RXRB/BCL2/CTNNA3/RARB/ERBB2/SHC3/AKT3/E2F2/ABCB1/FGF1/SOS1/WNT7B/LRP6/APC2/FGF10/FGF7/CDH1/CCND1/PIK3CD/TP53/LEF1/FZD9/MYC/REG4/TCF7/MET/RB1/CDKN2B/MUC2/FZD7/WNT11",63
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","52/2723","115/6792",0.452173913043478,1.12786089511249,1.1312089003627,0.150330910223046,0.433599071635068,0.359643325892455,"ITPR1/PIK3R1/STAT3/GNAQ/FOS/MAPK8/JUNB/PRKCB/MAP2K4/GNAI2/GNAI3/STAT5B/ATF2/ADCY9/PRKCA/CREB3L4/MAP3K1/NRAS/IGF1/PRKACB/SOS2/GNAS/CREB3/ADCY6/SOCS2/MAP2K2/STAT1/ADCY4/SHC1/MAPK1/GHR/SHC3/CREB3L2/PTK2/AKT3/ITPR2/SOS1/CREB1/ATF6B/CREB3L1/SOCS3/CRK/BCAR1/PIK3CD/JAK2/ITPR3/CACNA1C/GHRH/MAPK14/IRS1/ADCY5/MAPK13",52
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","13/2723","25/6792",0.52,1.29704002937936,1.21712094538352,0.155594764364742,0.445103055436845,0.369185161348612,"BIRC5/PMAIP1/MAPK8/CASP3/CYCS/TNFRSF1A/BECN1/BCL2L1/APAF1/BCL2L11/BCL2/BOK/NGFR",13
"Human Diseases","Substance dependence","hsa05034","Alcoholism","45/2723","99/6792",0.454545454545455,1.13377624945748,1.09681414256814,0.160174067821658,0.454477639591532,0.376960792905056,"HDAC2/GNG7/GNAI2/GNAI3/GNG4/ARAF/ATF2/HAT1/CREB3L4/NTRK2/NRAS/FOSB/PRKACB/SOS2/GNAS/CALM1/GNGT1/CREB3/MAOA/MAOB/SHC1/CAMKK2/MAPK1/DDC/GNG11/GRIN1/SHC3/CREB3L2/SOS1/CALML6/CREB1/ATF6B/HDAC11/CREB3L1/SLC29A1/GRIN2A/GNG12/GNG2/ADCY5/GNG13/GRIN3A/GNG3/PPP1R1B/NPY/GNAO1",45
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","39/2723","85/6792",0.458823529411765,1.14444708474649,1.09622810411842,0.162260110684286,0.456683698619483,0.378790580969259,"GLUL/GABARAP/GABARAPL1/GNG7/PRKCB/GLS/GNAI2/GNAI3/GNG4/GPHN/ADCY9/PRKCA/PRKACB/TRAK2/GNGT1/ADCY6/ADCY4/GNG11/SRC/GAD1/NSF/SLC38A1/SLC6A1/GABBR1/PLCL1/CACNA1C/GNG12/CACNA1B/SLC38A5/GNG2/GABRA2/ADCY5/GNG13/GNG3/GABRB1/GLS2/GABRA1/GNAO1/GABBR2",39
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","63/2723","142/6792",0.443661971830986,1.10662949418878,1.05040683632805,0.167435082396835,0.467478750051964,0.387744401340039,"ITPR1/GORASP1/LAMP1/VPS39/RRAS/PIK3R1/CFLAR/MAP1LC3B/WDR45/GABARAP/VPS18/GABARAPL1/PRKCD/ATG9A/RB1CC1/NBR1/RHEB/MTMR3/MAPK8/ZFYVE1/MTMR14/AKT1S1/ATG7/SMCR8/MRAS/TSC2/SQSTM1/CTSB/MAP3K7/UBC/NRAS/PRKACB/EPG5/BECN1/BCL2L1/WIPI1/MAP2K2/ATG13/CAMKK2/MAPK1/BCL2/TANK/OPTN/ATG16L2/DAPK1/RAB39B/RAB7B/WDFY3/ATG4C/SUPT20H/AKT3/PRKCQ/IGF1R/PRKAA1/PIK3CD/BNIP3/AMBRA1/DDIT4/DEPTOR/TP53INP2/PPP2CB/IRS1/PRAP1",63
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","41/2723","90/6792",0.455555555555556,1.13629575223406,1.06475136340876,0.16924513761365,0.468782166882254,0.388825504124928,"ITPR1/GNG7/GNAQ/FOS/PRKCB/GNAI2/GNAI3/GNG4/ADCY9/PRKCA/CAMK2D/PRKACB/CAMK2G/GNAS/CALM1/GNGT1/ADCY6/ADCY4/KCNJ5/MAPK1/GNG11/GRIN1/ADCYAP1R1/PRKG1/CALML6/RYR1/CREB1/GRIA3/KCNJ3/ITPR3/GRIN2A/CACNA1C/GNG12/CAMK2A/GNG2/ADCY5/GNG13/GNG3/GNAO1/ADCYAP1/KCNJ9",41
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","29/2723","62/6792",0.467741935483871,1.16669233411915,1.07857607239209,0.17123294780535,0.470553533732813,0.390294742200342,"ITPR1/GNAQ/ATF2/ADCY9/PDE8B/SP1/CREB3L4/NR4A1/PRKACB/GNAS/CREB3/ADCY6/ADCY4/PDE8A/CREB3L2/ITPR2/CREB1/ATF6B/CREB3L1/AGTR1/STAR/ITPR3/CACNA1C/LDLR/ADCY5/PBX1/CYP11A1/AGT/CYP17A1",29
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","47/2723","105/6792",0.447619047619048,1.11649965898956,0.984125495323328,0.188035854562428,0.51269150970537,0.425245559248912,"ITPR1/PIK3R1/GNG7/GNAQ/FOS/PRKCB/GNAI2/GNAI3/GNG4/ADCY9/PRKCA/CAMK2D/CREB3L4/NRAS/PRKACB/CAMK2G/GNGT1/CREB3/ADCY6/ADCY4/MAPK1/ACHE/BCL2/GNG11/CREB3L2/AKT3/ITPR2/CREB1/CREB3L1/PIK3CD/JAK2/CHRM2/FYN/KCNJ3/ITPR3/CACNA1C/GNG12/CACNA1B/CAMK2A/GNG2/ADCY5/GNG13/CHRM3/PIK3R5/GNG3/PIK3CG/GNAO1",47
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","49/2723","110/6792",0.445454545454545,1.11110072446833,0.960963381650363,0.193672768173287,0.521805428080485,0.432804984835269,"PIK3R1/CFLAR/CSF1/RPS6KA4/FOS/MAPK8/JUNB/MAP2K4/MMP14/ATF2/MAP3K7/CASP3/CREB3L4/IKBKB/TNFRSF1A/FAS/MAP3K5/NFKB1/CREB3/FRMD8/ITCH/RIPK3/CXCL10/NFKBIA/MAPK1/ICAM1/TNFRSF1B/CREB3L2/JUN/CYLD/AKT3/ADAM17/BAG4/CXCL5/CREB1/ATF6B/CREB3L1/SOCS3/JAG1/DAB2IP/CX3CL1/PTGS2/TNFAIP3/PIK3CD/TRAF5/SELE/MAPK14/EDN1/MAPK13",49
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","77/2723","177/6792",0.435028248587571,1.08509433140168,0.938359338039008,0.194368784098748,0.521805428080485,0.432804984835269,"ITPR1/PIK3R1/IL6ST/E2F1/TCF7L2/MAP1LC3B/STAT3/E2F3/GNG7/ZFP36/FOS/MAPK8/JAK1/MAP2K4/GNG4/CTNNB1/CASP3/UBC/CYCS/C3/NRAS/IKBKB/TNFRSF1A/BECN1/FAS/CALM1/NFKB1/GNGT1/MAP2K2/STAT1/PPP3CB/IFNAR1/STAT2/FGF2/NFKBIA/RCAN1/MAPK1/TCF7L1/ICAM1/IFNGR1/GNG11/SRC/SYK/HLA-E/PPP3CC/JUN/AKT3/PREX1/E2F2/ITPR2/CALML6/CREB1/LYN/MAPKAPK2/CCND1/PDGFB/PTGS2/HLA-G/PIK3CD/JAK2/ITPR3/VEGFA/GNG12/GNG2/CXCL8/MAPK14/TP53/MAPK13/LEF1/MYC/GNG13/PIK3R5/GNG3/HLA-B/TCF7/RB1/PIK3CG",77
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","31/2723","68/6792",0.455882352941176,1.1371108854853,0.929521373739326,0.209604823240349,0.554182449324862,0.459659700088485,"PIK3R1/STAT3/SOCS4/FOS/MAPK8/CCND2/STAT5B/CISH/NRAS/SOS2/NFKB1/SOCS2/MAP2K2/STAT1/SHC1/MAPK1/SRC/SHC3/AKT3/GALT/SOS1/SOCS6/SOCS7/SOCS3/CCND1/PIK3CD/JAK2/MAPK14/ESR2/MAPK13/CYP17A1",31
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","31/2723","68/6792",0.455882352941176,1.1371108854853,0.929521373739326,0.209604823240349,0.554182449324862,0.459659700088485,"RHOA/ITGA5/FOS/MAPK8/GNAI2/GNAI3/CASP3/C3/C1S/CALM1/NFKB1/TLR4/CFL2/CFL1/MAPK1/IL23A/JUN/CALML6/CXCL5/ITGB2/C1R/ITGAM/NLRP3/SERPING1/CXCL8/MAPK14/MAPK13/ITGB1/CD14/C1QC/C4BPA",31
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","28/2723","61/6792",0.459016393442623,1.14492814699313,0.930089416776408,0.211364418508183,0.554632947814706,0.460033360425408,"ITPR1/GNAQ/RPS6KA2/PRKCB/ARAF/RAPGEF3/PRKCA/RAP1A/CAMK2D/NRAS/PRKACB/CAMK2G/PPP1R1A/CALM1/MAP2K2/PPP3CB/MAPK1/GRIN1/PPP3CC/GRM5/ITPR2/CALML6/ITPR3/GRIN2A/CACNA1C/CAMK2A/RPS6KA6/GRM1",28
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","8/2723","15/6792",0.533333333333333,1.33029746603011,1.04756015098356,0.215021489848848,0.560018656397372,0.464500469037181,"ACACB/ACSL1/MECR/ACSL4/ACSBG1/ACACA/ACSL5/ACSL6",8
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","81/2723","188/6792",0.430851063829787,1.07467514709215,0.849372742998719,0.218948409543476,0.566022184671652,0.469480020463593,"CHEK1/ITPR1/CCNB1/CDK1/PIK3R1/CCNB2/AP1S2/ATR/CDC25C/GNG7/GNAQ/FOS/MAPK8/PRKCB/GNAI2/GNAI3/GNG4/PXN/TAPBP/PRKCA/MAP3K7/CASP3/SAMHD1/CYCS/NRAS/PTK2B/WEE1/IKBKB/DCAF1/TNFRSF1A/BTRC/FAS/BCL2L1/CALM1/NFKB1/TLR4/GNGT1/CFL2/MAP2K2/APOBEC3B/PPP3CB/CFL1/CD4/NFKBIA/MAPK1/AP1M1/BCL2/GNG11/HLA-E/PPP3CC/TNFRSF1B/JUN/PTK2/AKT3/LIMK1/ITPR2/LIMK2/CALML6/FBXW11/CRK/APOBEC3C/BST2/HLA-G/PIK3CD/TRAF5/AP1G2/ITPR3/GNG12/CXCR4/RAC2/GNG2/MAPK14/B2M/MAPK13/GNG13/GNG3/HLA-B/AP1S3/AP1M2/GNAO1/CD3E",81
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","30/2723","66/6792",0.454545454545455,1.13377624945748,0.893345374712905,0.220578293910063,0.566042827754499,0.469497142610428,"ATP6V0D1/MAPK8/MAP2K4/CASP3/GIT1/ATP6V0A1/IKBKB/F11R/EGFR/NFKB1/JAM2/HBEGF/PTPN11/ATP6AP1/NFKBIA/ATP6V0A2/SRC/JUN/ADAM17/JAM3/ATP6V1B1/LYN/CXCL8/MAPK14/MAPK13/ATP6V1C1/ATP6V1C2/CXCR2/MET/ATP6V1A",30
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","56/2723","128/6792",0.4375,1.09125964010283,0.852634857083717,0.222459409303476,0.566703166765789,0.47004485254288,"PIK3R1/RAPGEF1/INPP5A/SOCS4/PRKAR2A/RHEB/MAPK8/EIF4E2/PYGM/ARAF/TSC2/SORBS1/FLOT2/PRKCI/RHOQ/MKNK2/FOXO1/ACACB/NRAS/PRKACB/IKBKB/SOS2/CALM1/PRKAG1/SOCS2/MAP2K2/PYGB/GYS1/SHC1/MAPK1/FLOT1/HK1/PPP1R3C/LIPE/G6PC3/PPARGC1A/SHC3/AKT3/HKDC1/PRKAB1/SOS1/CALML6/TRIP10/INSR/SLC2A4/SOCS3/PRKAA1/PYGL/CRK/PPP1R3B/PIK3CD/ACACA/CBL/IRS1/PRKAR2B/FBP2",56
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","21/2723","45/6792",0.466666666666667,1.16401028277635,0.902960640678737,0.225346627684225,0.567985360463233,0.471108352065719,"HSD17B7/ADCY9/IGF1/PRKACB/GNAS/ADCY6/ADCY4/CYP1B1/INSR/IGF1R/PTGS2/PLA2G4C/STAR/AKR1C3/LDLR/PLA2G4A/ADCY5/CYP1A1/CYP19A1/CYP11A1/CYP17A1",21
