"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"241666_at",-1.01251669926465,4.8569176075547,-3.38754751553644,0.00114001422273947,0.00480156465448438,-1.59343021880517,"TCAIM","T-cell activation inhibitor, mitochondrial","Downregulated",1.01251669926465
"235169_at",-1.0296179365432,3.7547913847755,-3.38710279834562,0.00114160980925246,0.00480705064897192,-1.59473565062696,"FBXO27","F-box protein 27","Downregulated",1.0296179365432
"234024_at",-1.22294326677827,3.38278279040007,-3.38676122240377,0.00114283676878051,0.00481139364145985,-1.5957382351534,"CBLN4","cerebellin 4 precursor","Downregulated",1.22294326677827
"204938_s_at",-2.37777371159948,5.10777777845862,-3.38598940127904,0.0011456137751786,0.00482184732146209,-1.5980033937261,"PLN","phospholamban","Downregulated",2.37777371159948
"205574_x_at",-1.14271638629592,4.52510768327404,-3.38552251801117,0.00114729670603754,0.00482692867019938,-1.59937343182009,"BMP1","bone morphogenetic protein 1","Downregulated",1.14271638629592
"229916_at",-1.3238005228978,3.77005869251589,-3.38516516495971,0.00114858639874626,0.00483064024983821,-1.60042196814373,"ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase 6","Downregulated",1.3238005228978
"237169_at",-1.29014466962256,2.95246056697504,-3.3847782988658,0.00114998414600718,0.00483610545018164,-1.60155701037842,"TNC","tenascin C","Downregulated",1.29014466962256
"209869_at",-1.56081736687725,5.45732011028286,-3.38356576186664,0.00115437544448009,0.00485045506196579,-1.60511391240488,"ADRA2A","adrenoceptor alpha 2A","Downregulated",1.56081736687725
"206398_s_at",-1.45679661548291,4.52539083944277,-3.3835639317105,0.00115438208447337,0.00485045506196579,-1.60511928035539,"CD19","CD19 molecule","Downregulated",1.45679661548291
"230197_s_at",-1.13670494038138,4.37058259195843,-3.38196890376408,0.00116018272562834,0.00487108458873666,-1.60979678548455,"TPPP","tubulin polymerization promoting protein","Downregulated",1.13670494038138
"204466_s_at",-1.48127654569168,6.7337703881426,-3.3819231930855,0.00116034936625416,0.00487136859186661,-1.60993081090909,"SNCA","synuclein alpha","Downregulated",1.48127654569168
"229740_at",-1.03559543838981,5.27444301102127,-3.38140262421714,0.00116224871990202,0.00487851000257774,-1.61145704559904,"SMIM5","small integral membrane protein 5","Downregulated",1.03559543838981
"214880_x_at",-1.05561858620247,5.64428504894021,-3.38120969963549,0.00116295337119863,0.00488063509906789,-1.61202263001421,"CALD1","caldesmon 1","Downregulated",1.05561858620247
"232136_s_at",-1.35713717251541,4.81808780909116,-3.37985427325602,0.00116791539695144,0.00489895259890798,-1.6159955845699,"CTTNBP2","cortactin binding protein 2","Downregulated",1.35713717251541
"212336_at",-1.14701582119078,5.24700904691784,-3.37883861618994,0.00117164665394974,0.00491292858124458,-1.61897186699736,"EPB41L1","erythrocyte membrane protein band 4.1 like 1","Downregulated",1.14701582119078
"238862_at",-1.18663906674985,4.56297431115805,-3.37835212540021,0.00117343787246876,0.0049200202275537,-1.62039724993578,"MFSD4A","major facilitator superfamily domain containing 4A","Downregulated",1.18663906674985
"225524_at",-1.25721769964248,7.34108155907259,-3.37699572021596,0.00117844569044104,0.00493849234283191,-1.62437063193329,"ANTXR2","anthrax toxin receptor 2","Downregulated",1.25721769964248
"241672_at",-1.17254362213869,4.16785827514083,-3.3761778511131,0.00118147497724383,0.00494950103909732,-1.62676589437936,"SERTM1","serine rich and transmembrane domain containing 1","Downregulated",1.17254362213869
"204454_at",-1.42047943261515,7.06924099632654,-3.3755988329795,0.00118362402705919,0.00495723784998736,-1.62846138808419,"LDOC1","leucine zipper down-regulated in cancer 1","Downregulated",1.42047943261515
"217847_s_at",-1.04989911958742,4.36640396796146,-3.37142528071299,0.00119922372288517,0.00501403702370726,-1.6406762219127,"THRAP3","thyroid hormone receptor associated protein 3","Downregulated",1.04989911958742
"230195_at",-1.58780918044609,2.92440078189308,-3.37129451383052,0.0011997156146941,0.00501566748107498,-1.64105876287529,"LINC01405","long intergenic non-protein coding RNA 1405","Downregulated",1.58780918044609
"218863_s_at",-1.10507799213257,2.12734579832494,-3.37068908182549,0.00120199548363592,0.00502349174140248,-1.6428297322769,"TNS1","tensin 1","Downregulated",1.10507799213257
"209764_at",-1.11419293318159,4.92930843919825,-3.37024607981417,0.00120366627877515,0.00502919305253365,-1.64412542567736,"MGAT3","mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase","Downregulated",1.11419293318159
"208169_s_at",-1.10040464543976,3.14521392809688,-3.36915206464975,0.0012078017739229,0.0050434743626463,-1.64732467315436,"PTGER3","prostaglandin E receptor 3","Downregulated",1.10040464543976
"231804_at",-1.23039024833661,3.56858061109308,-3.36855480295782,0.00121006513609546,0.00505163953099594,-1.64907093690577,"RXFP1","relaxin/insulin like family peptide receptor 1","Downregulated",1.23039024833661
"213894_at",-1.22599497583052,4.87751489154169,-3.36825601234313,0.00121119892250868,0.00505465739800566,-1.64994445135897,"THSD7A","thrombospondin type 1 domain containing 7A","Downregulated",1.22599497583052
"219082_at",-1.12098121262763,4.11277332463266,-3.36813935872568,0.00121164184633487,0.00505564829412364,-1.65028547293879,"CEMP1///AMDHD2","cementum protein 1///amidohydrolase domain containing 2","Downregulated",1.12098121262763
"215894_at",-1.18660197875379,3.44237233727928,-3.36804274337505,0.0012120088021659,0.00505636672435332,-1.6505679087606,"PTGDR","prostaglandin D2 receptor","Downregulated",1.18660197875379
"206462_s_at",-1.0104607937131,3.97529951422384,-3.36725212112471,0.0012150156120852,0.00506757698117276,-1.65287891457399,"NTRK3","neurotrophic receptor tyrosine kinase 3","Downregulated",1.0104607937131
"224293_at",-1.04247053192416,3.1886292639035,-3.36707066141436,0.00121570671166524,0.00507002967716852,-1.6534092694789,"TTTY10","testis-specific transcript, Y-linked 10 (non-protein coding)","Downregulated",1.04247053192416
"219654_at",-1.16407607383296,6.2436913148316,-3.36643493474639,0.00121813083687988,0.00507755731387956,-1.65526715281161,"HACD1","3-hydroxyacyl-CoA dehydratase 1","Downregulated",1.16407607383296
"223727_at",-1.21621820217369,5.71795147239829,-3.3658883952045,0.00122021851924801,0.00508410606914793,-1.65686418649366,"KCNIP2","potassium voltage-gated channel interacting protein 2","Downregulated",1.21621820217369
"229439_s_at",-1.41384442027637,4.07988042716154,-3.36571950380136,0.0012208643357299,0.00508636621524519,-1.65735766293645,"RBM47","RNA binding motif protein 47","Downregulated",1.41384442027637
"1569269_s_at",-1.01379719823171,4.81411584950648,-3.36539710426515,0.0012220980398926,0.00509107502954583,-1.65829961805238,"SRGAP1","SLIT-ROBO Rho GTPase activating protein 1","Downregulated",1.01379719823171
"234886_at",-1.02855795808646,3.78842411373103,-3.3652040795504,0.00122283723659079,0.00509242991713972,-1.65886354714846,"","","Downregulated",1.02855795808646
"230015_at",-1.07699044243325,4.34782074306311,-3.3636557002364,0.00122878209130746,0.00511285983147019,-1.6633863441744,"PRCD","progressive rod-cone degeneration","Downregulated",1.07699044243325
"232311_at",-1.07422325935804,4.02177036270787,-3.36304192281371,0.00123114616166329,0.00512183033285132,-1.66517876087529,"B2M","beta-2-microglobulin","Downregulated",1.07422325935804
"1565804_at",-1.0733295775349,4.4250898472622,-3.36283110738933,0.00123195914245348,0.00512434602896945,-1.66579435103443,"","","Downregulated",1.0733295775349
"227340_s_at",-1.08482683761954,5.70956818469155,-3.3623372241734,0.00123386571697004,0.00512924139012797,-1.66723640129971,"RGMB","repulsive guidance molecule family member b","Downregulated",1.08482683761954
"211300_s_at",-1.07477414475734,4.9599762145262,-3.36208540251633,0.0012348389131468,0.00513241983268981,-1.66797161589426,"TP53","tumor protein p53","Downregulated",1.07477414475734
"209237_s_at",-1.18529576353791,4.36684955053941,-3.36120434078189,0.00123824958239825,0.00514485748552484,-1.67054363423145,"SLC23A2","solute carrier family 23 member 2","Downregulated",1.18529576353791
"220470_at",-1.03463937500209,3.9063048224673,-3.36098638054274,0.00123909469484942,0.00514793419870446,-1.67117983363328,"BET1L","Bet1 golgi vesicular membrane trafficking protein like","Downregulated",1.03463937500209
"231430_at",-1.39383346474881,3.98955754511196,-3.36092800623629,0.00123932112589205,0.00514801418675187,-1.67135021602201,"FAM181B","family with sequence similarity 181 member B","Downregulated",1.39383346474881
"218063_s_at",-1.03439696534309,2.76130600569208,-3.36065796264755,0.00124036911914061,0.00515148732548474,-1.67213838869722,"CDC42EP4","CDC42 effector protein 4","Downregulated",1.03439696534309
"217525_at",-1.32541756557509,5.48225835766774,-3.36040096903549,0.00124136724320018,0.00515467242739603,-1.67288842970898,"OLFML1","olfactomedin like 1","Downregulated",1.32541756557509
"211192_s_at",-1.45167195916467,2.94223137372697,-3.35673096176606,0.00125570383180258,0.00520902195679561,-1.68359485641123,"CD84","CD84 molecule","Downregulated",1.45167195916467
"210395_x_at",-1.12049953950082,5.66990865016953,-3.35666731662143,0.00125595382727988,0.00520932394259473,-1.68378045164413,"MYL4","myosin light chain 4","Downregulated",1.12049953950082
"210225_x_at",-1.29346631505693,4.81623977107218,-3.35653699658671,0.00125646586528261,0.00521042607727637,-1.68416046912383,"LILRB3","leukocyte immunoglobulin like receptor B3","Downregulated",1.29346631505693
"218995_s_at",-1.22739309357563,5.974902424281,-3.35621554032834,0.00125772973415818,0.0052139096064635,-1.68509780006134,"EDN1","endothelin 1","Downregulated",1.22739309357563
"219564_at",-2.11884266764886,4.93600626157181,-3.35500044417285,0.00126251795514847,0.00523155545423082,-1.68864029453426,"KCNJ16","potassium voltage-gated channel subfamily J member 16","Downregulated",2.11884266764886
"222644_s_at",-1.08006737865475,5.24233943373084,-3.35286325016797,0.00127098150234313,0.00526308060134634,-1.69486880423175,"COLGALT1","collagen beta(1-O)galactosyltransferase 1","Downregulated",1.08006737865475
"214414_x_at",-2.1373347984282,10.204495881504,-3.35255163041479,0.00127222001038359,0.00526699388802265,-1.69577672811086,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","Downregulated",2.1373347984282
"233814_at",-1.51415759415611,5.29736179706332,-3.35146841482527,0.00127653401619276,0.00528340561315476,-1.69893226601967,"EFNA5","ephrin A5","Downregulated",1.51415759415611
"236333_at",-1.33787849817065,3.50023683842548,-3.35028490274336,0.00128126321467056,0.00530119557759139,-1.70237912852916,"","","Downregulated",1.33787849817065
"234233_s_at",-1.02038611095073,3.1538672942239,-3.34997108868693,0.0012825199505275,0.00530550308580134,-1.70329293197166,"EMP1","epithelial membrane protein 1","Downregulated",1.02038611095073
"210444_at",-1.3078770403825,3.92275709512016,-3.34979292393702,0.00128323396626063,0.00530711832054015,-1.7038117067919,"NPY6R","neuropeptide Y receptor Y6 (pseudogene)","Downregulated",1.3078770403825
"1552487_a_at",-1.62469032153133,2.37639790058345,-3.3497229333903,0.00128351456386313,0.00530755376883866,-1.70401549767102,"BNC1","basonuclin 1","Downregulated",1.62469032153133
"213005_s_at",-1.04369453547351,8.3811937077578,-3.34948683928697,0.00128446151006095,0.00531062450188845,-1.70470290792193,"KANK1","KN motif and ankyrin repeat domains 1","Downregulated",1.04369453547351
"212107_s_at",-1.05499541024862,6.52827635595049,-3.34928516152204,0.00128527093746703,0.00531330983953124,-1.70529008372918,"DHX9","DEAH-box helicase 9","Downregulated",1.05499541024862
"216054_x_at",-1.09040086946879,5.38024805586589,-3.34890230471145,0.0012868088433452,0.00531922066149926,-1.7064046831872,"MYL4","myosin light chain 4","Downregulated",1.09040086946879
"206427_s_at",-1.06145923966138,2.30999487367753,-3.34535935529323,0.00130112306842458,0.00537207273267061,-1.71671474720793,"MLANA","melan-A","Downregulated",1.06145923966138
"1564469_at",-1.43930946730277,3.17817222330888,-3.34431129759743,0.00130538609147697,0.00538696187548703,-1.71976309025073,"LMOD3","leiomodin 3","Downregulated",1.43930946730277
"217232_x_at",-1.7575005300731,9.98795944092654,-3.34382449880667,0.00130737063898353,0.00539379450259601,-1.72117873824487,"HBB","hemoglobin subunit beta","Downregulated",1.7575005300731
"208499_s_at",-1.21846951090534,5.28761276796328,-3.34260661941084,0.00131234805927062,0.00541079759813172,-1.72471976423568,"DNAJC3","DnaJ heat shock protein family (Hsp40) member C3","Downregulated",1.21846951090534
"223734_at",-1.54948695563378,3.13817731571022,-3.34225822481839,0.00131377521241386,0.00541567704425306,-1.72573255988438,"MGARP","mitochondria localized glutamic acid rich protein","Downregulated",1.54948695563378
"210372_s_at",-1.54405197821455,6.61642086508612,-3.34217441940647,0.00131411872839816,0.00541663932553932,-1.72597617371915,"TPD52L1","tumor protein D52-like 1","Downregulated",1.54405197821455
"215704_at",-1.58311554437326,3.33571007885893,-3.34092776893741,0.00131923871137398,0.0054325686621973,-1.72959953257864,"FLG","filaggrin","Downregulated",1.58311554437326
"211225_at",-1.01024558515099,3.84009806156873,-3.34071461248191,0.00132011602153307,0.00543544047122229,-1.73021896755847,"FUT5","fucosyltransferase 5","Downregulated",1.01024558515099
"227779_at",-1.14922715534369,5.21067439812559,-3.33935829835953,0.00132571122730716,0.00545665180778782,-1.73415975370272,"ECSCR","endothelial cell surface expressed chemotaxis and apoptosis regulator","Downregulated",1.14922715534369
"226462_at",-1.26853743288789,4.44144289417238,-3.33914236672434,0.0013266040685483,0.00545987005696354,-1.7347870374676,"STXBP6","syntaxin binding protein 6","Downregulated",1.26853743288789
"207324_s_at",-1.46781173474313,2.10831564873419,-3.33853681216719,0.0013291109569121,0.00546927269248816,-1.73654602171561,"DSC1","desmocollin 1","Downregulated",1.46781173474313
"228182_at",-1.23520385413482,4.67976225333455,-3.33827270510588,0.00133020570967732,0.00547286223713144,-1.73731311341814,"ADCY5","adenylate cyclase 5","Downregulated",1.23520385413482
"215867_x_at",-1.44491061682233,6.83166156360172,-3.33759547939892,0.00133301676581786,0.00548213589599659,-1.73927989387151,"CA12","carbonic anhydrase 12","Downregulated",1.44491061682233
"232643_at",-1.12027823891762,3.20194913576757,-3.3366757682344,0.00133684329753143,0.00549603543668051,-1.74195042620814,"POLR2F","RNA polymerase II subunit F","Downregulated",1.12027823891762
"221920_s_at",-1.04945493972637,6.30016228308692,-3.33546684517161,0.00134188885199253,0.00551539631974577,-1.74545991296061,"SLC25A37","solute carrier family 25 member 37","Downregulated",1.04945493972637
"1553998_at",-1.24051941860609,5.36033560579914,-3.33434934781941,0.00134656877441841,0.0055323210889878,-1.74870316369098,"DMRTC1B///DMRTC1","DMRT like family C1B///DMRT like family C1","Downregulated",1.24051941860609
"211528_x_at",-1.11375533937501,10.4406385644374,-3.33404685491616,0.00134783821252912,0.00553676448286403,-1.74958093519412,"HLA-G","major histocompatibility complex, class I, G","Downregulated",1.11375533937501
"243140_at",-1.76869490876847,4.30876718480706,-3.33383513086007,0.00134872740135884,0.00553980210673327,-1.75019527967044,"ACTA2","actin, alpha 2, smooth muscle, aorta","Downregulated",1.76869490876847
"228635_at",-1.71154398236167,3.77152311743342,-3.33363052077146,0.00134958723799797,0.00554287114766429,-1.75078895490035,"PCDH10","protocadherin 10","Downregulated",1.71154398236167
"242870_at",-1.02986195652959,4.93700444422822,-3.3330683351142,0.00135195237852225,0.00555073180558566,-1.75241999655057,"","","Downregulated",1.02986195652959
"203186_s_at",-1.53472006159714,9.14083599194432,-3.33281595932168,0.00135301540347923,0.00555416943013287,-1.75315213649698,"S100A4","S100 calcium binding protein A4","Downregulated",1.53472006159714
"229151_at",-1.36785231641928,4.1373629762,-3.33232236794077,0.00135509672060787,0.00556224927685613,-1.75458392331403,"SLC14A1","solute carrier family 14 member 1 (Kidd blood group)","Downregulated",1.36785231641928
"237675_at",-1.1656274218009,2.95038328517524,-3.33091983029283,0.0013610272356293,0.00558286655415232,-1.75865149073643,"LINC01351","long intergenic non-protein coding RNA 1351","Downregulated",1.1656274218009
"202196_s_at",-1.58793791862375,6.66403454812101,-3.33027310093011,0.00136377010026974,0.00559343827777628,-1.76052667908081,"DKK3","dickkopf WNT signaling pathway inhibitor 3","Downregulated",1.58793791862375
"208602_x_at",-1.0708891017055,2.64075483652832,-3.3301527114517,0.00136428126206146,0.00559481523979152,-1.76087571826246,"CD6","CD6 molecule","Downregulated",1.0708891017055
"233510_s_at",-1.47001191081826,4.92185948507558,-3.32852650603911,0.00137120366415801,0.00561852100110113,-1.76558958756978,"PARVG","parvin gamma","Downregulated",1.47001191081826
"228233_at",-1.09064751116739,3.67896380546622,-3.32819889658779,0.00137260222141052,0.00562331508691596,-1.76653902226769,"FREM1","FRAS1 related extracellular matrix 1","Downregulated",1.09064751116739
"1561421_a_at",-1.0084116294547,2.48124707322556,-3.32649081103499,0.00137991577448877,0.00565139538204485,-1.77148806117265,"","","Downregulated",1.0084116294547
"214581_x_at",-1.11004767579209,6.51054247463218,-3.32626686235584,0.001380877376292,0.00565439236541569,-1.77213679605056,"TNFRSF21","TNF receptor superfamily member 21","Downregulated",1.11004767579209
"224218_s_at",-1.06336178378937,5.80326654645193,-3.32588852127201,0.00138250334865495,0.00565916664813778,-1.77323270228611,"TRPS1","transcriptional repressor GATA binding 1","Downregulated",1.06336178378937
"200905_x_at",-1.0371205881409,10.4540051822524,-3.3241348634327,0.00139006349243266,0.00568774773591665,-1.77831116890542,"HLA-E","major histocompatibility complex, class I, E","Downregulated",1.0371205881409
"1558636_s_at",-1.13203205913,2.98539692209914,-3.32344764158518,0.00139303675204236,0.00569801824253937,-1.7803007776763,"ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif 5","Downregulated",1.13203205913
"204070_at",-1.36199617151453,7.67979526673458,-3.32291017147681,0.00139536628164264,0.00570584691715673,-1.78185662260038,"RARRES3","retinoic acid receptor responder 3","Downregulated",1.36199617151453
"216910_at",-1.28263148242757,3.95481190609737,-3.32179246066822,0.00140022246309305,0.00572170293484636,-1.78509153130591,"XPNPEP2","X-prolyl aminopeptidase 2","Downregulated",1.28263148242757
"239921_at",-1.27150546862959,4.18022593749076,-3.31993795313835,0.00140831494785288,0.00575238263791789,-1.79045713378665,"COL28A1","collagen type XXVIII alpha 1 chain","Downregulated",1.27150546862959
"242699_at",-1.14887720885723,4.92669831547653,-3.31930233961728,0.00141109867629048,0.00576327461522458,-1.79229563281279,"","","Downregulated",1.14887720885723
"219058_x_at",-1.20371731359623,4.89689686546219,-3.31925374953171,0.0014113116939673,0.0057632888037259,-1.792436167995,"TINAGL1","tubulointerstitial nephritis antigen like 1","Downregulated",1.20371731359623
"232286_at",-1.28273071428618,5.44730217217096,-3.31910473771472,0.00141196514660431,0.0057644212203566,-1.79286713955364,"","","Downregulated",1.28273071428618
"228285_at",-1.15581301361792,4.58214142490717,-3.31612640588867,0.00142508570650881,0.00581027362334734,-1.80147808042036,"TDRD9","tudor domain containing 9","Downregulated",1.15581301361792
"210168_at",-1.57175187290981,4.8909853516598,-3.31428095330272,0.00143327301637681,0.00584026708486697,-1.80681079405662,"C6","complement component 6","Downregulated",1.57175187290981
"221898_at",-1.33002063529594,5.11720348671818,-3.31201107492282,0.00144340396977253,0.00588008768446038,-1.81336695607937,"PDPN","podoplanin","Downregulated",1.33002063529594
"238906_s_at",-1.1324921408969,4.65313970861102,-3.31080517799507,0.00144881350710393,0.00589773049669616,-1.81684864255451,"RHOJ","ras homolog family member J","Downregulated",1.1324921408969
"224505_s_at",-1.33213063025626,4.18525528267253,-3.31040644064962,0.00145060639564845,0.00590258735720446,-1.81799967867806,"PLCD4","phospholipase C delta 4","Downregulated",1.33213063025626
"208601_s_at",-1.2340919806988,2.93119719233019,-3.31003680671216,0.00145227028697654,0.00590886919226515,-1.81906661079788,"TUBB1","tubulin beta 1 class VI","Downregulated",1.2340919806988
"231888_at",-1.0369699884562,4.68050134844947,-3.30881319021193,0.0014577911603826,0.00592692139378226,-1.82259790048554,"","","Downregulated",1.0369699884562
"241860_at",-1.23211941826861,3.44195715802244,-3.30831469319338,0.00146004599877995,0.00593461783098999,-1.82403625984581,"","","Downregulated",1.23211941826861
"206667_s_at",-1.04842800143151,5.70205804571537,-3.30819799471897,0.00146057433153727,0.00593627497579536,-1.82437295765687,"SCAMP1","secretory carrier membrane protein 1","Downregulated",1.04842800143151
"1561073_at",-1.12391337717523,3.62225943600995,-3.30720209001868,0.00146509044353473,0.00595165927773176,-1.82724598081047,"","","Downregulated",1.12391337717523
"206605_at",-1.30899966604183,2.61654005182128,-3.30702532784742,0.00146589337498466,0.00595346775362083,-1.82775584438275,"ENDOU","endonuclease, poly(U) specific","Downregulated",1.30899966604183
"203789_s_at",-1.48824018724733,7.40794702745038,-3.30652091777528,0.00146818690323765,0.00596130645660655,-1.82921068517775,"SEMA3C","semaphorin 3C","Downregulated",1.48824018724733
"1552910_at",-1.15924374443925,3.60559004848489,-3.30623272011925,0.00146949883857792,0.00596515668618245,-1.83004184364546,"SIGLEC11","sialic acid binding Ig like lectin 11","Downregulated",1.15924374443925
"210090_at",-1.42717694460624,2.77133532291062,-3.30555805393518,0.00147257437128415,0.00597616223404366,-1.83198736390153,"ARC","activity regulated cytoskeleton associated protein","Downregulated",1.42717694460624
"1552911_at",-1.1009748889106,2.72201912994686,-3.30469113470109,0.0014765351955496,0.0059902603155585,-1.83448685077874,"SIGLEC11","sialic acid binding Ig like lectin 11","Downregulated",1.1009748889106
"222463_s_at",-1.24920691979068,5.5339739366489,-3.3045899527981,0.00147699813285949,0.00599115053364246,-1.83477854525777,"BACE1","beta-secretase 1","Downregulated",1.24920691979068
"203676_at",-1.33952525044361,6.05087290002916,-3.30443069277149,0.00147772707136976,0.00599361325427725,-1.83523765820721,"GNS","glucosamine (N-acetyl)-6-sulfatase","Downregulated",1.33952525044361
"211885_x_at",-1.38187907626939,3.14866781414078,-3.30432463455533,0.0014782126910465,0.00599410069125053,-1.83554339255487,"FUT6","fucosyltransferase 6","Downregulated",1.38187907626939
"236732_at",-1.01683572257648,3.75437166027789,-3.30398723121128,0.00147975859280272,0.00599938049567796,-1.83651597813425,"","","Downregulated",1.01683572257648
"244542_at",-1.00447635212288,2.96137605870118,-3.30382671690758,0.0014804945646526,0.00600137540512896,-1.83697864465325,"BCDIN3D-AS1","BCDIN3D antisense RNA 1","Downregulated",1.00447635212288
"228072_at",-1.13293305514218,4.37888111737978,-3.30254157175803,0.00148639948794278,0.00602269653469498,-1.84068235057413,"SYT12","synaptotagmin 12","Downregulated",1.13293305514218
"201101_s_at",-1.0921908444351,7.20916216469413,-3.30228038576772,0.00148760227744245,0.0060257198934895,-1.84143494201276,"BCLAF1","BCL2 associated transcription factor 1","Downregulated",1.0921908444351
"205937_at",-1.16397818804871,3.4196312416025,-3.3018998838058,0.00148935616768924,0.00603232767663877,-1.84253125661092,"CGREF1","cell growth regulator with EF-hand domain 1","Downregulated",1.16397818804871
"203963_at",-1.73420541976618,6.52539224377174,-3.30172962431623,0.00149014159329813,0.00603501213015811,-1.84302178362318,"CA12","carbonic anhydrase 12","Downregulated",1.73420541976618
"240102_at",-1.11673884791297,4.37727269536965,-3.30082597889936,0.00149431673131256,0.00604943178919761,-1.84562492399098,"","","Downregulated",1.11673884791297
"202357_s_at",-1.49842742250452,6.10855764574583,-3.29946883233365,0.00150060786238751,0.00606990637768205,-1.84953348268928,"CFB","complement factor B","Downregulated",1.49842742250452
"242946_at",-1.29395795593096,4.49771554765121,-3.29931517791077,0.00150132170351913,0.00607229467902892,-1.8499759300879,"CD53","CD53 molecule","Downregulated",1.29395795593096
"234918_at",-1.00334532682314,3.53120919200035,-3.29815204939866,0.0015067356807562,0.0060911881895309,-1.85332466187384,"GLTSCR2","glioma tumor suppressor candidate region gene 2","Downregulated",1.00334532682314
"220454_s_at",-1.13306062544092,4.78549867968748,-3.2979161093699,0.00150783614024676,0.00609463553089554,-1.85400384417348,"SEMA6A","semaphorin 6A","Downregulated",1.13306062544092
"222963_s_at",-1.20566727051848,3.49823945528612,-3.29787388284584,0.00150803317075568,0.0060949312717351,-1.85412539461902,"IL1RAPL1","interleukin 1 receptor accessory protein like 1","Downregulated",1.20566727051848
"210363_s_at",-1.24035907788019,2.24125672698808,-3.29703384747841,0.001511957840487,0.00610878639107018,-1.85654322560136,"SCN2B","sodium voltage-gated channel beta subunit 2","Downregulated",1.24035907788019
"205388_at",-2.02554943312207,4.75943489310067,-3.29624851450808,0.00151563562192417,0.00612213774815488,-1.85880319846775,"TNNC2","troponin C2, fast skeletal type","Downregulated",2.02554943312207
"218359_at",-1.2368422344206,5.533040355152,-3.29622026914585,0.00151576805391835,0.00612217012469507,-1.85888447347218,"NRSN2","neurensin 2","Downregulated",1.2368422344206
"215967_s_at",-1.31842150819868,3.9354773992049,-3.29614535111502,0.00151611936938366,0.00612308649123948,-1.85910004489711,"LY9","lymphocyte antigen 9","Downregulated",1.31842150819868
"219259_at",-1.07726954161057,5.61073806293229,-3.29582266103764,0.00151763344514718,0.00612869831229852,-1.86002852183677,"SEMA4A","semaphorin 4A","Downregulated",1.07726954161057
"210948_s_at",-1.17862369102706,3.9334698041574,-3.29565067387864,0.00151844099688207,0.00613045012582673,-1.8605233535029,"LEF1","lymphoid enhancer binding factor 1","Downregulated",1.17862369102706
"1552480_s_at",-1.16460755081559,2.4248044279501,-3.29546635744409,0.00151930688814504,0.00613344277996168,-1.86105363710571,"PTPRC","protein tyrosine phosphatase, receptor type C","Downregulated",1.16460755081559
"206065_s_at",-1.31053799786544,3.78132234339319,-3.29513415129885,0.0015208687156879,0.00613874061954345,-1.86200934832146,"DPYS","dihydropyrimidinase","Downregulated",1.31053799786544
"1564053_a_at",-1.05285321935601,6.6700470506268,-3.29418375898,0.00152534521101076,0.0061542181845521,-1.86474310310358,"YTHDF3","YTH N6-methyladenosine RNA binding protein 3","Downregulated",1.05285321935601
"228546_at",-2.08075761756122,4.26538641856963,-3.29360865861375,0.00152806003485735,0.00616321722419884,-1.86639706713886,"DPP6","dipeptidyl peptidase like 6","Downregulated",2.08075761756122
"209828_s_at",-1.3730700667242,3.92740551244637,-3.2924952424404,0.0015333289505021,0.00618041592950171,-1.86959859847388,"IL16","interleukin 16","Downregulated",1.3730700667242
"202873_at",-1.04107275649718,5.3038172558486,-3.28903644114305,0.00154980584039466,0.00623865314040413,-1.87953898146882,"ATP6V1C1","ATPase H+ transporting V1 subunit C1","Downregulated",1.04107275649718
"204490_s_at",-1.38578741039062,7.24350442986773,-3.28829051511379,0.00155338099671542,0.00625048807796025,-1.88168171538382,"CD44","CD44 molecule (Indian blood group)","Downregulated",1.38578741039062
"219457_s_at",-1.36546458789388,4.65643670712021,-3.28774968520902,0.0015559779912483,0.0062594023066837,-1.88323506920727,"RIN3","Ras and Rab interactor 3","Downregulated",1.36546458789388
"241698_at",-1.08213924154081,4.224069928409,-3.28674328057823,0.00156082147896488,0.00627683413823348,-1.88612512877142,"RFTN2","raftlin family member 2","Downregulated",1.08213924154081
"232923_at",-1.12801979727064,4.08866856574195,-3.28562604470229,0.00156621495333668,0.00629698008079401,-1.88933269278204,"","","Downregulated",1.12801979727064
"224009_x_at",-1.13418711810164,5.59412923613802,-3.28510303703839,0.00156874579505297,0.00630612485394749,-1.89083396128984,"DHRS9","dehydrogenase/reductase 9","Downregulated",1.13418711810164
"219090_at",-1.31547040514504,6.22625778014692,-3.28374592035654,0.00157533083702665,0.0063289765265815,-1.89472867563973,"SLC24A3","solute carrier family 24 member 3","Downregulated",1.31547040514504
"205863_at",-1.96209288315744,5.26653222292269,-3.28364687858553,0.00157581242595704,0.00633008495562265,-1.89501286356204,"S100A12","S100 calcium binding protein A12","Downregulated",1.96209288315744
"207623_at",-1.12064282599763,3.87790048206001,-3.28263930240886,0.00158071961633454,0.00634679785463317,-1.89790361652413,"ABCF2","ATP binding cassette subfamily F member 2","Downregulated",1.12064282599763
